ADDRESS_ID,ADDRESS_TYPE,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,ADDRESS_LINE4,ADDRESS_LINE5,ADDRESS_LINE6,ADDRESS_LINE7,ADDRESS_LINE8,ADDRESS_NO,CONTACT_NO,LANGUAGE_ID,COMPANY_NAME0,COMPANY_NAME1,COMPANY_NAME2,COMPANY_NAME3,ADDRESS_SUP,CO_ENDORSEMENT,STREET,PO_BOX,MAIL_ZIP,MAIL_ZIP_SUP,MAIL_CITY,WHITE_MAIL_STOP,TEL,TEL_STOP,WEBSITE,EMAIL_POOL,GENDER_ID,GENDER,TITLE_ID,TITLE,FIRSTNAME,LASTNAME,LASTNAME2,LASTNAME2_TYPE,NAME_ATTRIBUTE,POSITION,SALUTATION,CANTON,ORGANIZATION_TYPE,COMPANY_FOUNDING,COM_REG_ENTRY,UID_NO,MAIN_ACTIVITY_CODE,MAIN_ACTIVITY_CODE_TEXT,NUM_EMPLOYEE_STAT,LEGAL_FORM_TEXT,SALES_STAT,LINE_SUP,Motorrad
1178,B,Christophe Perriard,Auto-école Christophe,Chemin des Bovairons 1,1470 Estavayer-le-Lac,,,,,3139802,0,2,,Christophe Perriard,Auto-école Christophe,,,,Chemin des Bovairons 1,,1470,0,Estavayer-le-Lac,N,nicht bestellt,Y,,nicht bestellt,0,,,,,,,,,unpersonalisiert,"Mesdames, Messieurs,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,NDL ohne HR,nicht bestellt,,nein
736,B,Madame,Laurence Marmy,Auto-école,Champ Moennoz,1473 Font,,,,1520594,1520595,2,Madame,Laurence Marmy,Auto-école,,,,Champ Moennoz,,1473,0,Font,N,nicht bestellt,Y,,nicht bestellt,2,Madame,,,Laurence,Marmy,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1039,B,Monsieur,Terence Escher,Ecole de conduite,Avenue Eugène Burnand 24c,1510 Moudon,,,,1946764,1946934,2,Monsieur,Terence Escher,Ecole de conduite,,,,Avenue Eugène Burnand 24c,,1510,0,Moudon,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Terence,Escher,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,CHE-114.151.539,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1932,B,Monsieur,Mustafa Kiliç,Auto-école Carré Bleu,Rue du Temple 3,1510 Moudon,,,,4651148,4651435,2,Monsieur,Mustafa Kiliç,Auto-école Carré Bleu,,,,Rue du Temple 3,,1510,0,Moudon,N,nicht bestellt,N,,nicht bestellt,1,Monsieur,,,Mustafa,Kiliç,,,,Geschäftsführer/Inhaber,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,CHE-372.330.194,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1363,B,Monsieur,Raymond Porchet,Auto-moto école,Route de la Moille Robert 15,1513 Hermenches,,,,3339210,3663971,2,Monsieur,Raymond Porchet,Auto-moto école,,,,Route de la Moille Robert 15,,1513,0,Hermenches,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Raymond,Porchet,,,,Geschäftsführer/Inhaber,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1188,B,Monsieur,Roland Monney,Auto-école Broye,Route de Moudon 14,1522 Lucens,,,,3140859,3140991,2,Monsieur,Roland Monney,Auto-école Broye,,,,Route de Moudon 14,,1522,0,Lucens,N,nicht bestellt,Y,www.autoecolebroye.ch,nicht bestellt,1,Monsieur,,,Roland,Monney,,,,Geschäftsführer/Inhaber,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
580,B,Monsieur,Pascal Allenbach,Auto-moto école,Rue de la Gare 12B,1530 Payerne,,,,1311612,1311643,2,Monsieur,Pascal Allenbach,Auto-moto école,,,,Rue de la Gare 12B,,1530,0,Payerne,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Pascal,Allenbach,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,CHE-110.482.345,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1920,B,Ben Bussy,Loco Auto-École,Monsieur Benjamin Bussy,Z.I. Champs Cheval 2,1530 Payerne,,,,4583195,4583393,2,,Ben Bussy,Loco Auto-École,,,,Z.I. Champs Cheval 2,,1530,0,Payerne,N,nicht bestellt,N,,nicht bestellt,1,Monsieur,,,Benjamin,Bussy,,,,Geschäftsführer/Inhaber,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,CHE-333.559.623,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1673,B,Monsieur,Claude Manzato,Auto-école,Rue de la Gare 19,1530 Payerne,,,,4103763,4103826,2,Monsieur,Claude Manzato,Auto-école,,,,Rue de la Gare 19,,1530,0,Payerne,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Claude,Manzato,,,,Geschäftsführer/Inhaber,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1511,B,Monsieur,Eric Hänggeli,Hänggeli Formation OACP,Pernalla 37,1541 Bussy FR,,,,3790856,3791035,2,Monsieur,Eric Hänggeli,Hänggeli Formation OACP,,,,Pernalla 37,,1541,0,Bussy FR,N,nicht bestellt,N,www.ehanggeli-formation.ch,nicht bestellt,1,Monsieur,,,Eric,Hänggeli,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-374.443.082,855903,Erwachsenenbildung & berufliche Weiterbildung,01-Sep,Einzelfirma,nicht bestellt,,nein
1914,B,Henrique Freitas,L-Yeah,Monsieur Nelson Almeida de Freitas,Impasse des Rosiers 1,1553 Châtonnaye,,,,4491720,4491912,2,,Henrique Freitas,L-Yeah,,,,Impasse des Rosiers 1,,1553,0,Châtonnaye,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Nelson,Almeida de Freitas,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-137.461.554,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
397,B,Pierre & Fabienne Aebischer,Auto-école,Vy-d'Avenches 39,1564 Domdidier,,,,,670010,773407,2,,Pierre & Fabienne Aebischer,Auto-école,,,,Vy-d'Avenches 39,,1564,0,Domdidier,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Pierre,Aebischer,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Org. ohne def. RF,nicht bestellt,,nein
735,B,Madame,Jsabella Denzler,Fahrschule Jsabella,1568 Portalban,,,,,1520590,1577764,2,Madame,Jsabella Denzler,Fahrschule Jsabella,,,,,,1568,0,Portalban,N,nicht bestellt,Y,,nicht bestellt,2,Madame,,,Jsabella,Denzler,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1894,B,Madame,Isabella Denzler,Fahrschule,Chemin des Grèves 134,1568 Portalban,,,,4434914,4435032,2,Madame,Isabella Denzler,Fahrschule,,,,Chemin des Grèves 134,,1568,0,Portalban,N,nicht bestellt,Y,,nicht bestellt,2,Madame,,,Isabella,Denzler,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-104.737.063,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1999,B,Rolf Leuba auto-école,Rue Centrale 13,1580 Avenches,,,,,,5721564,0,2,,Rolf Leuba auto-école,,,,,Rue Centrale 13,,1580,0,Avenches,N,nicht bestellt,N,www.bw-autoecole.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,"Mesdames, Messieurs,",VD,nicht bestellt,nicht bestellt,nicht bestellt,CHE-474.965.889,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
128,B,Monsieur,Rolf Jenni,Autofahrschule,Chemin des Vignes 31,1585 Cotterd,,,,449014,260186,2,Monsieur,Rolf Jenni,Autofahrschule,,,,Chemin des Vignes 31,,1585,3,Cotterd,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Rolf,Jenni,,,,Geschäftsführer/Inhaber,"Monsieur,",VD,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
70,B,Monsieur,Jacky Dewarrat,Auto-école,Route de Vevey 140,1616 Attalens,,,,249271,727055,2,Monsieur,Jacky Dewarrat,Auto-école,,,,Route de Vevey 140,,1616,0,Attalens,N,nicht bestellt,N,,nicht bestellt,1,Monsieur,,,Jacky,Dewarrat,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1212,B,Monsieur,Michel Pauli,Auto-école,Route de Rombuet 31,1616 Attalens,,,,3155927,3155951,2,Monsieur,Michel Pauli,Auto-école,,,,Route de Rombuet 31,,1616,0,Attalens,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Michel,Pauli,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
729,B,Madame,Cathy Widmer,ACW Auto éCole Widmer,Avenue de la Gare 60,1618 Châtel-St-Denis,,,,1520245,1520246,2,Madame,Cathy Widmer,ACW Auto éCole Widmer,,,,Avenue de la Gare 60,,1618,0,Châtel-St-Denis,N,nicht bestellt,Y,www.acw-auto-ecole.ch,nicht bestellt,2,Madame,,,Cathy,Widmer,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
146,B,Monsieur,Michel Maillard,Auto-école,Route des Pléiades 74,1618 Châtel-St-Denis,,,,466519,275506,2,Monsieur,Michel Maillard,Auto-école,,,,Route des Pléiades 74,,1618,0,Châtel-St-Denis,N,nicht bestellt,N,,nicht bestellt,1,Monsieur,,,Michel,Maillard,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
52,B,Monsieur,Yvan Schmutz,Auto-école,Vers la Chapelle 29,1627 Vaulruz,,,,190680,719247,2,Monsieur,Yvan Schmutz,Auto-école,,,,Vers la Chapelle 29,,1627,0,Vaulruz,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Yvan,Schmutz,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1846,B,Monsieur,Sébastien Raboud,Sébastien Auto-école,Rue des Molettes 18,1627 Vaulruz,,,,4346323,4346366,2,Monsieur,Sébastien Raboud,Sébastien Auto-école,,,,Rue des Molettes 18,,1627,0,Vaulruz,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Sébastien,Raboud,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
156,B,Monsieur,Maurice Perrottet,Auto-école,Rue de la Sionge 15,1630 Bulle,,,,477944,284194,2,Monsieur,Maurice Perrottet,Auto-école,,,,Rue de la Sionge 15,,1630,0,Bulle,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Maurice,Perrottet,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
548,B,Bernadette Papaux,Auto-école AEB,Madame Bernadette Papaux Gambini,Chemin Pauvre-Jacques 21,1630 Bulle,,,,1167366,1167368,2,,Bernadette Papaux,Auto-école AEB,,,,Chemin Pauvre-Jacques 21,,1630,0,Bulle,N,nicht bestellt,Y,,nicht bestellt,2,Madame,,,Bernadette,Papaux Gambini,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-102.096.974,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
544,B,Madame,Maria Gapany,Ecole de conduite,Rue de la Sionge 23,1630 Bulle,,,,1160362,1160692,2,Madame,Maria Gapany,Ecole de conduite,,,,Rue de la Sionge 23,,1630,0,Bulle,N,nicht bestellt,Y,,nicht bestellt,2,Madame,,,Maria,Gapany,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-109.689.603,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1301,B,Madame,Nadine Grangier,monitrice auto-école,Rue de la Sionge 23,1630 Bulle,,,,3185708,3185726,2,Madame,Nadine Grangier,monitrice auto-école,,,,Rue de la Sionge 23,,1630,0,Bulle,N,nicht bestellt,Y,,nicht bestellt,2,Madame,,,Nadine,Grangier,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1435,B,Auto-école Bienconduire.ch,Monsieur Jacques Pasquier,Rue de la Sionge 23,1630 Bulle,,,,,3632725,3632733,2,,Auto-école Bienconduire.ch,,,,,Rue de la Sionge 23,,1630,0,Bulle,N,nicht bestellt,N,www.bienconduire.ch,nicht bestellt,1,Monsieur,,,Jacques,Pasquier,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,NDL ohne HR,nicht bestellt,,ja
1794,B,Monsieur,Claude Sudan,Auto-école Les Barbus.ch,Les Vuesseyres 19,1637 Charmey (Gruyère),,,,4294882,4295035,2,Monsieur,Claude Sudan,Auto-école Les Barbus.ch,,,,Les Vuesseyres 19,,1637,0,Charmey (Gruyère),N,nicht bestellt,Y,www.lesbarbus.ch,nicht bestellt,1,Monsieur,,,Claude,Sudan,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-253.681.540,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
575,B,Monsieur,Bernard Charrière,Auto-école,Les Versannes 2,1642 Sorens,,,,1289879,773078,2,Monsieur,Bernard Charrière,Auto-école,,,,Les Versannes 2,,1642,0,Sorens,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Bernard,Charrière,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-110.502.172,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1875,B,Monsieur,Geoffrey Boubet,Auto-école,Chemin du Champ-Raboud 17,1647 Corbières,,,,4373131,4373307,2,Monsieur,Geoffrey Boubet,Auto-école,,,,Chemin du Champ-Raboud 17,,1647,0,Corbières,N,nicht bestellt,N,,nicht bestellt,1,Monsieur,,,Geoffrey,Boubet,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-360.797.912,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1026,B,Monsieur,Jean-Jacques Bosson,Auto-Ecole lepermis.ch,Route du Chamois 30,1652 Botterens,,,,1856328,1856577,2,Monsieur,Jean-Jacques Bosson,Auto-Ecole lepermis.ch,,,,Route du Chamois 30,,1652,0,Botterens,N,nicht bestellt,Y,www.lepermis.ch,nicht bestellt,1,Monsieur,,,Jean-Jacques,Bosson,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-113.963.055,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
144,B,Monsieur,Jean-Marie Loup,Auto-école,1661 Le Pâquier-Montbarry,,,,,465153,274942,2,Monsieur,Jean-Marie Loup,Auto-école,,,,,,1661,0,Le Pâquier-Montbarry,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Jean-Marie,Loup,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-107.771.607,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1726,B,Monsieur,Laurent Zenoni,Laurent Auto-école,Route du Banneret 45,1666 Grandvillard,,,,4106456,4106505,2,Monsieur,Laurent Zenoni,Laurent Auto-école,,,,Route du Banneret 45,,1666,0,Grandvillard,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Laurent,Zenoni,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
68,B,Monsieur,Yves Beaud,Auto-école,Rue de l'Eglise 17,1669 Albeuve,,,,249219,727041,2,Monsieur,Yves Beaud,Auto-école,,,,Rue de l'Eglise 17,,1669,0,Albeuve,N,nicht bestellt,Y,www.bienconduire.ch,nicht bestellt,1,Monsieur,,,Yves,Beaud,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1282,B,Madame,Ariane Martignoni,FriDrive Auto-école,Route des Vanils 60,Case postale 40,1669 Albeuve,,,3182691,3182747,2,Madame,Ariane Martignoni,FriDrive Auto-école,,,,Route des Vanils 60,Case postale 40,1669,0,Albeuve,N,nicht bestellt,Y,www.fridrive.ch,nicht bestellt,2,Madame,,,Ariane,Martignoni,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
335,B,Monsieur,Thierry Gay,Auto-école,Chemin des Eperleires 42,1685 Villariaz,,,,668902,773082,2,Monsieur,Thierry Gay,Auto-école,,,,Chemin des Eperleires 42,,1685,0,Villariaz,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Thierry,Gay,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
581,B,Monsieur,Marc Jacquat,Auto-école,Le Blessonney,1690 Villaz-St-Pierre,,,,1319354,1319404,2,Monsieur,Marc Jacquat,Auto-école,,,,Le Blessonney,,1690,0,Villaz-St-Pierre,N,nicht bestellt,N,,nicht bestellt,1,Monsieur,,,Marc,Jacquat,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-110.517.825,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
244,B,Ecole-club Migros,Rue Hans-Fries 4,1700 Fribourg,,,,,,557249,0,2,,Ecole-club Migros,,,,,Rue Hans-Fries 4,,1700,0,Fribourg,N,nicht bestellt,N,www.migros.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,"Mesdames, Messieurs,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855903B,Weiterbildungskurse & Seminar Anbieter,01-Sep,NDL ohne HR,nicht bestellt,,ja
1780,B,Madame,Sandra Tissières,MyL.ch auto-moto-école,Rue Saint-Michel 5,1700 Fribourg,,,,4267314,4267362,2,Madame,Sandra Tissières,MyL.ch auto-moto-école,,,,Rue Saint-Michel 5,,1700,0,Fribourg,N,nicht bestellt,Y,,nicht bestellt,2,Madame,,,Sandra,Tissières,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-296.131.489,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1866,B,Clémentine Cautier,Clémentine Auto-école,Madame Marie Cautier Clémentine,Varis 20,1700 Fribourg,,,,4360024,4497521,2,,Clémentine Cautier,Clémentine Auto-école,,,,Varis 20,,1700,0,Fribourg,N,nicht bestellt,Y,www.clementine-autoecole.ch,nicht bestellt,2,Madame,,,Marie,Cautier Clémentine,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-141.554.408,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1453,B,Auto-Moto Ecole de la,Poya Sàrl,Monsieur Alain Wyss,Boulevard de Pérolles 79,1700 Fribourg,,,,3657659,3657847,2,,Auto-Moto Ecole de la,Poya Sàrl,,,,Boulevard de Pérolles 79,,1700,0,Fribourg,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Alain,Wyss,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-430.767.491,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
2008,B,ALEK-L Aleksandar Jovic,Avenue Beauregard 15,1700 Fribourg,,,,,,5724309,0,2,,ALEK-L Aleksandar Jovic,,,,,Avenue Beauregard 15,,1700,0,Fribourg,N,nicht bestellt,N,,nicht bestellt,0,,,,,,,,,unpersonalisiert,"Mesdames, Messieurs,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-160.477.576,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1589,B,Monsieur,Kamel Douihou,Kamel Auto-école,Place de la Gare 15,1700 Fribourg,,,,4002351,4002488,2,Monsieur,Kamel Douihou,Kamel Auto-école,,,,Place de la Gare 15,,1700,0,Fribourg,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Kamel,Douihou,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-260.722.747,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1355,B,AME.TV Sàrl,Madame Sandra Tissières,Rue Saint-Michel 5,1700 Fribourg,,,,,3297355,4311851,2,,AME.TV Sàrl,,,,,Rue Saint-Michel 5,,1700,0,Fribourg,N,nicht bestellt,Y,www.myl.ch,nicht bestellt,2,Madame,,,Sandra,Tissières,,,,Geschäftsführer/Inhaber,"Madame,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-350.603.892,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
733,B,Monsieur,Bruno Gurzeler,Auto-Ecole Gurzeler,Rue de Romont 11,Case postale 683,1701 Fribourg,,,1520562,1520563,2,Monsieur,Bruno Gurzeler,Auto-Ecole Gurzeler,,,,Rue de Romont 11,Case postale 683,1701,0,Fribourg,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Bruno,Gurzeler,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1438,B,Monsieur,Pascal Beytrison,Auto- & Moto-école,Chemin Martin-Martini 5,1722 Bourguillon,,,,3634588,3634603,2,Monsieur,Pascal Beytrison,Auto- & Moto-école,,,,Chemin Martin-Martini 5,,1722,0,Bourguillon,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Pascal,Beytrison,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
731,B,Monsieur,Hadj-Adda Bennegouch,Adda Auto-Ecole,Route du Centre 100,1723 Marly,,,,1520556,2539954,2,Monsieur,Hadj-Adda Bennegouch,Adda Auto-Ecole,,,,Route du Centre 100,,1723,0,Marly,N,nicht bestellt,N,,nicht bestellt,1,Monsieur,,,Hadj-Adda,Bennegouch,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
730,B,AB Auto-école Brodard Sàrl,Monsieur Yvan Brodard,Route de Fribourg 15,1723 Marly,,,,,1520554,2718752,2,,AB Auto-école Brodard Sàrl,,,,,Route de Fribourg 15,,1723,0,Marly,N,nicht bestellt,N,www.ab-ab.ch,nicht bestellt,1,Monsieur,,,Yvan,Brodard,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-112.270.529,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,nein
732,B,Monsieur,Pascal Andrey,Auto-& Moto-école,Route de Fribourg 9,1726 Farvagny-le-Grand,,,,1520558,1520559,2,Monsieur,Pascal Andrey,Auto-& Moto-école,,,,Route de Fribourg 9,,1726,0,Farvagny-le-Grand,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Pascal,Andrey,,,,Geschäftsführer/Inhaber,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1157,B,Monsieur,Claude Oberson,Auto-técolle,Chemin des Vergers 18,1746 Prez-vers-Noréaz,,,,2991192,2991459,2,Monsieur,Claude Oberson,Auto-técolle,,,,Chemin des Vergers 18,,1746,0,Prez-vers-Noréaz,N,nicht bestellt,Y,,nicht bestellt,1,Monsieur,,,Claude,Oberson,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,"Monsieur,",FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-259.112.743,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
