ADDRESS_ID,ADDRESS_TYPE,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,ADDRESS_LINE4,ADDRESS_LINE5,ADDRESS_LINE6,ADDRESS_LINE7,ADDRESS_LINE8,ADDRESS_NO,CONTACT_NO,LANGUAGE_ID,COMPANY_NAME0,COMPANY_NAME1,COMPANY_NAME2,COMPANY_NAME3,ADDRESS_SUP,CO_ENDORSEMENT,STREET,PO_BOX,MAIL_ZIP,MAIL_ZIP_SUP,MAIL_CITY,WHITE_MAIL_STOP,TEL,TEL_STOP,WEBSITE,EMAIL_POOL,GENDER_ID,GENDER,TITLE_ID,TITLE,FIRSTNAME,LASTNAME,LASTNAME2,LASTNAME2_TYPE,NAME_ATTRIBUTE,POSITION,SALUTATION,CANTON,ORGANIZATION_TYPE,COMPANY_FOUNDING,COM_REG_ENTRY,UID_NO,MAIN_ACTIVITY_CODE,MAIN_ACTIVITY_CODE_TEXT,NUM_EMPLOYEE_STAT,LEGAL_FORM_TEXT,SALES_STAT,LINE_SUP,Motorrad
90,B,Herr,Erwin Binz,Auto-& Motorradfahrschule,Bächlisbrunnenstrasse 26,1713 St. Antoni,,,,361799,743203,1,Herr,Erwin Binz,Auto-& Motorradfahrschule,,,,Bächlisbrunnenstrasse 26,,1713,0,St. Antoni,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Erwin,Binz,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Binz,FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
737,B,Frau,Bernadette Stulz,Auto-école,Ächerli 45,1715 Alterswil FR,,,,1520600,1520601,1,Frau,Bernadette Stulz,Auto-école,,,,Ächerli 45,,1715,0,Alterswil FR,N,nicht bestellt,N,,nicht bestellt,2,Frau,,,Bernadette,Stulz,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Stulz,FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1942,B,Fahrschule Kurt Bürgisser,Ächerli 37,1715 Alterswil FR,,,,,,5204086,5204204,1,,Fahrschule Kurt Bürgisser,,,,,Ächerli 37,,1715,0,Alterswil FR,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Kurt,Bürgisser,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Bürgisser,FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-257.198.053,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1206,B,Erwin Binz,Auto-& Motorradfahrschule,Hauptstrasse 25,1716 Plaffeien,,,,,3140895,0,1,,Erwin Binz,Auto-& Motorradfahrschule,,,,Hauptstrasse 25,,1716,0,Plaffeien,N,nicht bestellt,Y,,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,FR,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,NDL ohne HR,nicht bestellt,,ja
339,B,Aubi's Fahrschule,Herr Albert Brügger,Lindenweg 4,1736 St. Silvester,,,,,668932,1413326,1,,Aubi's Fahrschule,,,,,Lindenweg 4,,1736,0,St. Silvester,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Albert,Brügger,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,Sehr geehrter Herr Brügger,FR,nicht bestellt,nicht bestellt,nicht bestellt,CHE-101.182.045,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,nein
245,B,Klubschule Migros,Migros Aare,Unionsgasse 13,2500 Biel/Bienne,,,,,557271,0,1,,Klubschule Migros,,,Migros Aare,,Unionsgasse 13,,2500,0,Biel/Bienne,N,nicht bestellt,N,www.migros.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855901,Sprachschulen,Oct-19,NDL ohne HR,nicht bestellt,,ja
1000,B,Frau,Sarah Favre,Autofahrschule,Libellenweg 3,2502 Biel/Bienne,,,,1688585,1813344,1,Frau,Sarah Favre,Autofahrschule,,,,Libellenweg 3,,2502,0,Biel/Bienne,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Sarah,Favre,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrte Frau Favre,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-112.049.545,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
571,B,Verkehrsausbildungs-Zentrum,Biel-Seeland (VZB),Herr Lukas Duss,Hans-Hugi-Strasse 2,2502 Biel/Bienne,,,,1277276,4483964,1,,Verkehrsausbildungs-Zentrum,Biel-Seeland (VZB),,,,Hans-Hugi-Strasse 2,,2502,0,Biel/Bienne,N,nicht bestellt,N,www.vzb.ch,nicht bestellt,1,Herr,,,Lukas,Duss,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Duss,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-105.491.864,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
1431,B,Yvan Binggeli,TWY acupressure &,Binggo auto-école,Freiestrasse 2,2502 Biel/Bienne,,,,3629989,0,1,,Yvan Binggeli,TWY acupressure &,Binggo auto-école,,,Freiestrasse 2,,2502,0,Biel/Bienne,N,nicht bestellt,N,www.binggo.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,869007B,Naturheilärzte & Heilpraktiker,01-Sep,NDL ohne HR,nicht bestellt,,ja
1927,B,Herr,Jean-Paul Lhérault,Driving-School-Richard DSRI,Bahnhofstrasse 1,2502 Biel/Bienne,,,,4637590,4637791,1,Herr,Jean-Paul Lhérault,Driving-School-Richard DSRI,,,,Bahnhofstrasse 1,,2502,0,Biel/Bienne,N,nicht bestellt,N,www.driving-school-richard.ch,nicht bestellt,1,Herr,,,Jean-Paul,Lhérault,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Lhérault,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-468.809.146,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1605,B,iDrive-L GmbH,Frau Bujamin Selami,Aarbergstrasse 102,2502 Biel/Bienne,,,,,4059143,4250784,1,,iDrive-L GmbH,,,,,Aarbergstrasse 102,,2502,0,Biel/Bienne,N,nicht bestellt,N,,nicht bestellt,2,Frau,,,Bujamin,Selami,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Selami,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-196.834.610,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,nein
1895,B,Yvan Binggeli,BINGGELI TWY,Rue Franche 2,2502 Biel/Bienne,,,,,4438659,0,1,,Yvan Binggeli,BINGGELI TWY,,,,Rue Franche 2,,2502,0,Biel/Bienne,N,nicht bestellt,N,www.binggo.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,869005D,Akupunktur,01-Sep,NDL ohne HR,nicht bestellt,,ja
488,B,Herr,Christian Clément,Auto-école Let's Go,Mattenstrasse 33,2503 Biel/Bienne,,,,671893,773925,1,Herr,Christian Clément,Auto-école Let's Go,,,,Mattenstrasse 33,,2503,0,Biel/Bienne,N,nicht bestellt,Y,www.auto-ecole-letsgo.ch,nicht bestellt,1,Herr,,,Christian,Clément,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Clément,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1699,B,Frau,Gabrielle Conti,Autofahrschule,Chemin des Fléoles 16,2503 Biel/Bienne,,,,4105805,4105826,1,Frau,Gabrielle Conti,Autofahrschule,,,,Chemin des Fléoles 16,,2503,0,Biel/Bienne,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Gabrielle,Conti,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Conti,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1788,B,Willemin-Verkehrsdienste GmbH,Herr Marc Willemin,Burgweg 30,2540 Grenchen,,,,,4283429,4283633,1,,Willemin-Verkehrsdienste GmbH,,,,,Burgweg 30,,2540,0,Grenchen,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Marc,Willemin,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Willemin,SO,nicht bestellt,nicht bestellt,nicht bestellt,CHE-343.992.619,522900,Verkehrsdienstleistungen divers a.n.g.,01-Sep,GmbH,nicht bestellt,,nein
1278,B,Herr,Duran Odun,Multi Fahrschule,Ringstrasse 4,2540 Grenchen,,,,3182686,3182741,1,Herr,Duran Odun,Multi Fahrschule,,,,Ringstrasse 4,,2540,0,Grenchen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Duran,Odun,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Odun,SO,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
693,B,Herr,Hans Zurflüh,Easy Driving,Im Weingarten 2,2542 Pieterlen,,,,1518703,1518704,1,Herr,Hans Zurflüh,Easy Driving,,,,Im Weingarten 2,,2542,0,Pieterlen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Hans,Zurflüh,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Zurflüh,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
691,B,Herr,Sacha Dubler,Autofahrschule,Känelmattenweg 7,2542 Pieterlen,,,,1518699,1518700,1,Herr,Sacha Dubler,Autofahrschule,,,,Känelmattenweg 7,,2542,0,Pieterlen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Sacha,Dubler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Dubler,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1703,B,Herr,Fritz Geissbühler,Verkehrsausbildungs-Zentrum,Kürzeweg 22,2542 Pieterlen,,,,4105810,4105831,1,Herr,Fritz Geissbühler,Verkehrsausbildungs-Zentrum,,,,Kürzeweg 22,,2542,0,Pieterlen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Fritz,Geissbühler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Geissbühler,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
497,B,Herr,Theo Bachmann,Fahrschule,Fabrikstrasse 7,2543 Lengnau BE,,,,672130,774004,1,Herr,Theo Bachmann,Fahrschule,,,,Fabrikstrasse 7,,2543,0,Lengnau BE,N,nicht bestellt,Y,www.fahrschule-bachmann.ch,nicht bestellt,1,Herr,,,Theo,Bachmann,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Bachmann,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
848,B,Herr,Bruno Stephani,Autofahrschule,Grenchenstrasse 16,2544 Bettlach,,,,1534401,1534402,1,Herr,Bruno Stephani,Autofahrschule,,,,Grenchenstrasse 16,,2544,0,Bettlach,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Bruno,Stephani,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Stephani,SO,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
148,B,Herr,Willy Aregger,Autofahrschule,Hohle Gasse 9,2544 Bettlach,,,,471620,214775,1,Herr,Willy Aregger,Autofahrschule,,,,Hohle Gasse 9,,2544,0,Bettlach,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Willy,Aregger,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Aregger,SO,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1557,B,Fahrschule Wüthrich,Herr Reto Wüthrich,Jurastrasse 79,2544 Bettlach,,,,,3896468,4514984,1,,Fahrschule Wüthrich,,,,,Jurastrasse 79,,2544,0,Bettlach,N,nicht bestellt,Y,www.fahrschule-wüthrich.ch,nicht bestellt,1,Herr,,,Reto,Wüthrich,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Wüthrich,SO,nicht bestellt,nicht bestellt,nicht bestellt,CHE-340.467.050,855300,Autofahrschulen & Flugschulen,01-Sep,AG,nicht bestellt,,ja
109,B,Frau,Magdalena Vögeli,Autofahrschule,Oberhaagstrasse 25,2545 Selzach,,,,412517,306137,1,Frau,Magdalena Vögeli,Autofahrschule,,,,Oberhaagstrasse 25,,2545,0,Selzach,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Magdalena,Vögeli,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Vögeli,SO,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
67,B,Herr,Rudolf Kron,Autofahrschule,Oberer Kanalweg 25,2558 Aegerten,,,,249109,972564,1,Herr,Rudolf Kron,Autofahrschule,,,,Oberer Kanalweg 25,,2558,0,Aegerten,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Rudolf,Kron,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Kron,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1635,B,Herr,Marc Sunier,Autofahrschule Sunier,Weyermattstrasse 4,2560 Nidau,,,,4103157,4103215,1,Herr,Marc Sunier,Autofahrschule Sunier,,,,Weyermattstrasse 4,,2560,0,Nidau,N,nicht bestellt,Y,www.fahrschule-mars.ch,nicht bestellt,1,Herr,,,Marc,Sunier,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Sunier,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
181,B,Herr,René Schär,Autofahrschule,Wiesenstrasse 29,2562 Port,,,,496221,294137,1,Herr,René Schär,Autofahrschule,,,,Wiesenstrasse 29,,2562,0,Port,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,René,Schär,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schär,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
552,B,Herr,Markus Gübeli,Automotive Training,Rainstrasse 10,2562 Port,,,,1188294,1188317,1,Herr,Markus Gübeli,Automotive Training,,,,Rainstrasse 10,,2562,0,Port,N,nicht bestellt,Y,www.automotivetraining.ch,nicht bestellt,1,Herr,,,Markus,Gübeli,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Gübeli,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-109.483.800,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1390,B,Frau,Andrea Birkhofer,Fahrschule,Stöcklerengasse 4,2564 Bellmund,,,,3466147,3466259,1,Frau,Andrea Birkhofer,Fahrschule,,,,Stöcklerengasse 4,,2564,0,Bellmund,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Andrea,Birkhofer,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Birkhofer,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
193,B,Herr,Heinz Birkhofer,Team Birkhofer,Pappelweg 7,Postfach 186,2575 Täuffelen,,,499689,947270,1,Herr,Heinz Birkhofer,Team Birkhofer,,,,Pappelweg 7,Postfach 186,2575,0,Täuffelen,N,nicht bestellt,N,www.teambirkhofer.ch,nicht bestellt,1,Herr,,,Heinz,Birkhofer,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Birkhofer,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-107.212.489,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
478,B,Frau,Karin Anklin,Autofahrschule,Höhenackerweg 18,2814 Roggenburg,,,,671605,773857,1,Frau,Karin Anklin,Autofahrschule,,,,Höhenackerweg 18,,2814,0,Roggenburg,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Karin,Anklin,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Anklin,BL,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
188,B,Herr,Roland Stauffer,Autofahrschule,Studerstrasse 48,3004 Bern,,,,497781,294682,1,Herr,Roland Stauffer,Autofahrschule,,,,Studerstrasse 48,,3004,0,Bern,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Roland,Stauffer,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Stauffer,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1992,B,DRIVE AWAY Bern Hasanovic,Giacomettistrasse 31a,3006 Bern,,,,,,5718476,0,1,,DRIVE AWAY Bern Hasanovic,,,,,Giacomettistrasse 31a,,3006,0,Bern,N,nicht bestellt,N,,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-216.184.148,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1638,B,Herr,Bruno Kuhn,Auto- & Motorradfahrschule,Schwarztorstrasse 115A,3007 Bern,,,,4103161,4103218,1,Herr,Bruno Kuhn,Auto- & Motorradfahrschule,,,,Schwarztorstrasse 115A,,3007,0,Bern,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Bruno,Kuhn,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Kuhn,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
674,B,Herr,Hanspeter Bürki,Fahrschuel Palma,Effingerstrasse 17,3008 Bern,,,,1518337,1518338,1,Herr,Hanspeter Bürki,Fahrschuel Palma,,,,Effingerstrasse 17,,3008,0,Bern,N,nicht bestellt,Y,www.fahrschuelpalma.ch,nicht bestellt,1,Herr,,,Hanspeter,Bürki,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Bürki,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
585,B,Modern Drive AG,Fahrschule,Herr Michael Ronchi,Effingerstrasse 17,3008 Bern,,,,1327197,5213628,1,,Modern Drive AG,Fahrschule,,,,Effingerstrasse 17,,3008,0,Bern,N,nicht bestellt,Y,www.moderndrive.ch,nicht bestellt,1,Herr,,,Michael,Ronchi,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,Sehr geehrter Herr Ronchi,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-110.547.476,855300,Autofahrschulen & Flugschulen,01-Sep,AG,nicht bestellt,,nein
31,B,Klubschule Migros Bern,Welle 7,Migros Aare,Schanzenstrasse 5,3008 Bern,,,,102207,0,1,,Klubschule Migros Bern,Welle 7,,Migros Aare,,Schanzenstrasse 5,,3008,0,Bern,N,nicht bestellt,N,www.migros.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855903B,Weiterbildungskurse & Seminar Anbieter,Oct-19,NDL ohne HR,nicht bestellt,,ja
582,B,city drive bern gmbh,Herr Stefan Fankhauser,Monbijoustrasse 8,3011 Bern,,,,,1320857,2745466,1,,city drive bern gmbh,,,,,Monbijoustrasse 8,,3011,0,Bern,N,nicht bestellt,N,www.citydrivebern.ch,nicht bestellt,1,Herr,,,Stefan,Fankhauser,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter,Sehr geehrter Herr Fankhauser,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-109.483.272,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
1961,B,Blink AG,Herr Christian Hofer,Seilerstrasse 27,3011 Bern,,,,,5595393,5595460,1,,Blink AG,,,,,Seilerstrasse 27,,3011,0,Bern,N,nicht bestellt,N,www.blinkdrive.ch,nicht bestellt,1,Herr,,,Christian,Hofer,,,,Geschäftsführer/Inhaber#Verwaltungsrat-/Stiftungsrat-/Präsident,Sehr geehrter Herr Hofer,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-366.001.517,855300A,Autofahrschulen,01-Sep,AG,nicht bestellt,,ja
712,B,Herr,Alfred Trachsler,Autofahrschule,Hallerstrasse 50,3012 Bern,,,,1518826,1518827,1,Herr,Alfred Trachsler,Autofahrschule,,,,Hallerstrasse 50,,3012,0,Bern,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Alfred,Trachsler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Trachsler,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
565,B,Frau,Brigitta Wolf,Fahrschule L-drive,Brückfeldstrasse 20,3012 Bern,,,,1246126,1246128,1,Frau,Brigitta Wolf,Fahrschule L-drive,,,,Brückfeldstrasse 20,,3012,0,Bern,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Brigitta,Wolf,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Personalleiter#Marketingleiter#Verkaufsleiter,Sehr geehrte Frau Wolf,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-110.174.168,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1027,B,Jorge Fernandez,Fahrflash Fernandez,Herr Jorge Fernandez Pastoriza,Viktoriastrasse 67,3013 Bern,,,,1860094,1860407,1,,Jorge Fernandez,Fahrflash Fernandez,,,,Viktoriastrasse 67,,3013,0,Bern,N,nicht bestellt,Y,www.fahrflash.ch,nicht bestellt,1,Herr,,,Jorge,Fernandez Pastoriza,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Fernandez Pastoriza,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-113.971.497,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1651,B,Herr,Markus Meier,Lorraine-Drive,Lorrainestrasse 13,3013 Bern,,,,4103276,4103277,1,Herr,Markus Meier,Lorraine-Drive,,,,Lorrainestrasse 13,,3013,0,Bern,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Markus,Meier,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Meier,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
673,B,Herr,Simon Wenger,Autofahrschule,Indermühleweg 7,3018 Bern,,,,1518328,1518329,1,Herr,Simon Wenger,Autofahrschule,,,,Indermühleweg 7,,3018,0,Bern,N,nicht bestellt,Y,www.fahrschulewenger.ch,nicht bestellt,1,Herr,,,Simon,Wenger,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Wenger,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1900,B,LEARN-DRIVE GmbH,Herr Reinhard Schütz,Mühledorfsrtasse 7,3018 Bern,,,,,4454442,4454595,1,,LEARN-DRIVE GmbH,,,,,Mühledorfsrtasse 7,,3018,0,Bern,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Reinhard,Schütz,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schütz,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-415.060.993,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,nein
1494,B,Daniel Fehlmann,Fahrschule Bern West,Herr Daniel Feldmann,Freiburgstrasse 251,3018 Bern,,,,3739126,3739309,1,,Daniel Fehlmann,Fahrschule Bern West,,,,Freiburgstrasse 251,,3018,0,Bern,N,nicht bestellt,Y,www.fahrschule-bern-west.ch,nicht bestellt,1,Herr,,,Daniel,Feldmann,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Feldmann,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-154.275.030,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
2026,B,Future GmbH,Kirchackerweg 19,3018 Bern,,,,,,5731868,0,1,,Future GmbH,,,,,Kirchackerweg 19,,3018,0,Bern,N,nicht bestellt,N,,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-311.673.883,855300A,Autofahrschulen,01-Sep,GmbH,nicht bestellt,,nein
11,B,Roland Wälti & Partner,Fahrschule Zytglogge Bern,Herr David Freidig,Stöckackerstrasse 40,3027 Bern,,,,30902,4860790,1,,Roland Wälti & Partner,Fahrschule Zytglogge Bern,,,,Stöckackerstrasse 40,,3027,0,Bern,N,nicht bestellt,Y,www.fahrschule-zytglogge.ch,nicht bestellt,1,Herr,,,David,Freidig,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Freidig,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-105.832.592,855300,Autofahrschulen & Flugschulen,01-Sep,& Co Kollektivges.,nicht bestellt,,ja
1768,B,Frau,Milena Sherzad,Fahrschule,Gäbelbachstrasse 37,3027 Bern,,,,4222249,4222404,1,Frau,Milena Sherzad,Fahrschule,,,,Gäbelbachstrasse 37,,3027,0,Bern,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Milena,Sherzad,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Sherzad,BE,nicht bestellt,nicht bestellt,nicht bestellt,CHE-466.885.455,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
680,B,Frau,Gabriela Beil,Autofahrschule,Oberwohlenstrasse 16,3033 Wohlen b. Bern,,,,1518644,1518645,1,Frau,Gabriela Beil,Autofahrschule,,,,Oberwohlenstrasse 16,,3033,0,Wohlen b. Bern,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Gabriela,Beil,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Beil,BE,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
